peak_id,apex_time,apex_signal,start_time,end_time,width_samples,height,prominence,snr,peak_area,confidence_percent
peak_1,1.1259642455306913,310.8600109186554,0.7829981247655957,1.4689303662957869,212.0,310.80710879153105,310.80710879153105,3.8273408901292876,83.74340382036846,90.8
peak_2,2.345758844855607,283.02333112946087,2.0124993124140516,2.675782847855982,205.0,282.9641445940965,282.9641445940965,3.9467506951244267,73.51851991829685,82.7
peak_3,3.2581781472684086,190.59998463071054,3.1675833229153643,3.352008501062633,57.0,190.06191702521056,190.06191702521056,4.158364936427481,12.012334095195463,32.9
peak_4,3.882635329416177,205.925717764352,3.7629207400925115,4.002349918739842,74.0,205.5701528117072,205.5701528117072,4.049150296014725,17.89379396010108,38.7
peak_5,4.856529691211401,420.77564212773314,4.756228278534817,4.956831103887986,62.0,419.80824776933343,419.80824776933343,4.583399992672725,29.97777096392908,79.7
peak_6,5.642763345418177,207.1712109416948,5.513342167770971,5.778655581947744,82.0,206.88530611655156,206.88530611655156,3.5266844721275277,20.74822549218206,38.3
peak_7,6.551947118389799,328.3328779632694,6.3578153519189895,6.742843355419428,119.0,328.14152221709367,328.14152221709367,4.175838736201759,48.707577151176025,74.4
peak_8,7.302589948743593,0.0,7.182875359419928,7.422304538067259,74.0,0.0,0.0,0.0,0.0,3.6
peak_9,8.066174896862108,174.20559918350446,7.994993249156145,8.13412101512689,43.0,172.98312004841765,172.98312004841765,4.835622849318923,7.660774199267984,30.2
peak_10,8.664747843480436,368.1332284180173,8.473851606450806,8.858879609951243,119.0,367.901141081206,367.901141081206,3.9131030100920556,54.61223959507647,81.8
peak_11,10.010728091011377,154.43150626292942,9.891013501687711,10.130442680335042,74.0,154.16499204157878,154.16499204157878,4.066457395463918,13.420012018174365,28.7
peak_12,10.793726215776973,192.2306611855214,10.661069508688586,10.926382922865358,82.0,191.95570735800743,191.95570735800743,3.708063065487771,19.257480996965256,36.2
peak_13,11.774091636454557,327.18525411595186,11.43112551568946,12.117057757219653,212.0,327.12578383853315,327.12578383853315,3.8904224444690043,88.18276386845046,95.2
peak_14,12.802989998749844,288.11944528724104,12.741514939367422,12.864465058132266,38.0,285.27401689756346,285.27401689756346,4.40813501755683,10.388838382205789,47.6
peak_15,13.188018002250281,334.71114934846884,13.123307413426678,13.246257532191525,38.0,331.3267908586486,331.3267908586486,5.649758840337283,11.986659501726686,61.4
peak_16,13.967780597574697,177.40925090448889,13.835123890486312,14.100437304663084,82.0,177.15655001371312,177.15655001371312,3.6826859732629433,17.77600346013722,33.1
peak_17,15.465830728841105,382.7765373542859,15.401120140017502,15.524070258782348,38.0,378.88967355851764,378.88967355851764,5.488869619557745,13.665680043533456,69.2
peak_18,16.802104388048505,237.81959695021135,16.47208038504813,17.13536392049006,205.0,237.77127807644814,237.77127807644814,3.864933246110216,61.754177239575924,71.1
peak_19,17.737172396549568,0.0,17.617457807225904,17.856886985873235,74.0,0.0,0.0,0.0,0.0,3.6
peak_20,19.141392174021753,262.3396585651395,18.669004875609453,19.620250531316415,294.0,262.31194236530814,262.31209743457663,3.78250680709996,98.36708468728733,95.8
peak_21,20.36765783222903,0.0,20.247943242905365,20.487372421552696,74.0,0.0,0.0,0.0,0.0,3.6
peak_22,21.199188898612327,357.06817125352126,21.09888748593574,21.29949031128891,62.0,356.23791524734145,356.23791524734145,4.309608418073828,25.271710463000357,66.3
peak_23,21.72334466808351,278.2700097584955,21.652163020377547,21.791290786348295,43.0,276.3353004164418,276.3353004164418,4.950954525681045,12.218245701931124,49.6
peak_24,22.189260907613452,0.0,22.069546318289785,22.308975496937116,74.0,0.0,0.0,0.0,0.0,3.6
peak_25,23.366993624203026,283.61176156308545,23.02402750343793,23.7131952744093,213.0,283.5651180225071,283.5651180225071,3.8030978930617896,76.48267756834267,84.0
peak_26,24.253528691086387,0.0,24.13381410176272,24.37324328041005,74.0,0.0,0.0,0.0,0.0,3.6
peak_27,24.877985873234156,310.2381644547271,24.81327528441055,24.942696462057757,40.0,307.6564878645863,307.6564878645863,4.037826119164677,12.069866914039654,50.4
peak_28,25.318017877234656,209.88669561633176,25.246836229528693,25.385963995499438,43.0,208.4298367119211,208.4298367119211,4.734166025849904,9.252193201408273,36.2
