peak_id,apex_time,apex_signal,start_time,end_time,width_samples,height,prominence,snr,peak_area,confidence_percent
peak_1,0.395005375671959,0.0,0.22676234529316164,0.5632484060507563,46.0,0.0,0.0,0.0,0.0,6.9
peak_2,1.1630713839229905,169.99906292296373,1.0387178397299663,1.2874249281160144,34.0,166.89216120430902,166.89216120430902,4.240025986790331,10.332001221830168,31.0
peak_3,2.713833229153644,161.53277517152867,2.5821647705963247,2.8381867733466684,35.0,159.01546837781552,159.01546837781552,5.305765431505743,10.65132484744153,34.8
peak_4,3.2039324915614453,0.0,3.0356894611826477,3.3721755219402425,46.0,0.0,0.0,0.0,0.0,6.9
peak_5,4.147556444555569,185.97737087781155,3.9719984998124764,4.315799474934367,47.0,184.97700214810195,184.97700214810195,4.6872748308457375,20.801174656290506,42.5
peak_6,4.988771596449556,312.1951472270801,4.76932416552069,5.208219027378422,60.0,311.31015303079005,311.31015303079005,4.31957641718335,49.200181412246984,74.1
peak_7,5.9689701212651585,305.7419962043784,5.610539317414677,6.3347158394799346,99.0,305.4607855993183,305.46078515857215,3.7407541942883618,84.22765676373228,91.0
peak_8,7.629455681960245,162.57820214640566,7.505102137767221,7.753809226153269,34.0,159.72815298367928,159.72815298367928,4.97029857804345,10.07643454951287,33.0
peak_9,8.529190148768595,198.58039574966693,8.404836604575571,8.65354369296162,34.0,194.9414184341504,194.9414184341504,4.179460218694535,12.051442976398882,36.0
peak_10,9.289941242655331,179.21303984985755,9.12901312664083,9.450869358669834,44.0,177.9637128442535,177.9637128442535,4.072018266548204,18.125986576701752,37.0
peak_11,10.577366170771347,188.2144182802641,10.453012626578323,10.709034629328666,35.0,185.29873594415426,185.29873594415426,4.828577730482895,12.435146289673895,37.6
peak_12,11.711177897237155,222.59468923744512,11.367376922115264,12.062293786723341,95.0,222.38229368513458,222.38229368513458,3.8619411756809288,59.07544567940281,68.7
peak_13,13.444812601575197,279.02404706439495,13.07906688336042,13.803243405425679,99.0,278.7684770673294,278.7684770673294,4.2191941548139775,76.90145009591558,86.3
peak_14,15.19307713464183,199.85985658727145,15.017519189898737,15.361320165020627,47.0,198.77598330541406,198.77598330541406,4.708925057398064,22.322086212931065,45.4
peak_15,16.7145793224153,321.9624163767731,16.356148518564822,17.08032504063008,99.0,321.66795145656556,321.66795145656556,3.7695992776947285,88.67192786823908,95.2
peak_16,17.68014801850231,0.0,17.511904988123515,17.84839104888111,46.0,0.0,0.0,0.0,0.0,6.9
peak_17,18.557937742217778,344.661028657283,18.411639454931866,18.704236029503686,40.0,341.4460806239748,341.4460806239748,4.484846949157046,29.908279232048258,69.1
peak_18,20.22573821727716,250.63344176688665,19.874622327790973,20.576854106763346,96.0,250.39742057895825,250.39742057895825,3.9647766525743537,66.62578505311984,76.4
peak_19,21.162047255906987,0.0,20.99380422552819,21.330290286285784,46.0,0.0,0.0,0.0,0.0,6.9
peak_20,22.661604700587574,268.09195865683563,22.17150543817977,23.151703962995374,134.0,267.9725557428378,267.9725557428378,3.9143971285428028,101.7002297382454,99.3
peak_21,23.846620827603452,0.0,23.678377797224652,24.01486385798225,46.0,0.0,0.0,0.0,0.0,6.9
peak_22,26.17276359544943,247.9403945667742,26.048410051256408,26.297117139642456,34.0,243.6618024106946,243.6618024106946,5.762315208297084,15.469852460722068,52.4
peak_23,28.162420302537818,350.0373829221221,27.94297287160895,28.381867733466684,60.0,349.04553880537776,349.04553880537776,4.319054500339879,55.22089295352827,82.4
peak_24,29.800961120140016,282.782091957389,29.58151368921115,30.02772346543318,61.0,281.99957051465685,281.99957051465685,4.102581359489413,44.6008166693568,67.0
peak_25,30.56902712839105,151.79932444478737,30.430043755469434,30.708010501312664,38.0,150.14586555487188,150.14586555487188,5.08650584150903,12.108769802680316,33.5
peak_26,31.578485310663833,160.23169469124758,31.410242280285036,31.754043255406927,47.0,159.37252122211785,159.37252122211785,4.264151510056252,18.030672218375727,35.4
peak_27,32.982948868608574,295.01384958862366,32.6172031503938,33.341379672459055,99.0,294.741568259607,294.741568259607,3.9631556487799062,81.28451016691679,89.2
peak_28,36.01132341542693,252.4999191370526,35.521224153019126,36.50142267783473,134.0,252.3823650739882,252.3823650739882,3.7789719530087633,95.78334725710073,94.3
peak_29,38.249687210901364,255.7969550747408,38.125333666708336,38.374040755094384,34.0,251.0891012533681,251.0891012533681,4.0860566947248484,15.48692561241208,46.1
peak_30,38.71784173021628,0.0,38.54959869983748,38.886084760595075,46.0,0.0,0.0,0.0,0.0,6.9
peak_31,41.09518889861233,278.3278934974457,40.74407300912614,41.438989873734215,95.0,278.06125431112616,278.06125431112616,4.141350321970059,73.82973539958003,83.9
peak_32,43.2677184648081,260.33770587767464,42.7776192024003,43.7578177272159,134.0,260.22183078363156,260.22183078363156,3.8491416466811077,98.74537562627101,96.8
peak_33,45.133021627703464,233.84629001995637,44.781905738217276,45.48413751718965,96.0,233.62165729051105,233.62165729051105,2.258849514390264,62.11008345502425,64.6
peak_34,45.9010876359545,191.15814580802623,45.769419177397175,46.02544118014752,35.0,187.89768137407944,187.89768137407944,7.095251865038476,11.99287045490445,48.1
peak_35,46.96175021877735,168.04211182160608,46.82276684585573,47.10073359169896,38.0,166.21255214269223,166.21255214269223,5.156276918961321,13.407303144291983,36.9
peak_36,48.322324290536315,172.51499722085092,48.146766345793225,48.49056732091511,47.0,171.60515578127453,171.60515578127453,4.8687201727962695,19.385844569162536,40.6
peak_37,49.79262207775972,259.39020596540723,49.64632379047381,49.93892036504563,40.0,257.00063699911,257.00063699911,4.657754954753029,22.602077577404263,53.3
peak_38,51.131251406425804,293.72441013649853,50.977638204775594,51.27754969371171,41.0,291.02267897793547,291.02267897793547,4.777076729155672,25.62228365119121,60.8
peak_39,51.870057757219655,378.02909565789497,51.64329541192649,52.08950518814852,61.0,376.96301704590985,376.96301704590985,4.576170122731311,59.67586508228896,89.9
peak_40,52.53571496437055,224.0934396636799,52.41136142017752,52.66006850856357,34.0,219.9940090791884,219.9940090791884,3.6420582721829238,13.594395685897425,38.3
peak_41,52.96729491186398,0.0,52.799051881485184,53.13553794224278,46.0,0.0,0.0,0.0,0.0,6.9
peak_42,53.815824978122265,328.2638898261271,53.662211776472056,53.962123265408174,41.0,325.2454914643574,325.2454914643574,4.794744483992957,28.64037745828627,67.6
peak_43,55.54214476809601,164.2600222879738,55.38121665208151,55.70307288411051,44.0,163.12041778105998,163.12041778105998,4.514272917088574,16.60288649524364,36.0
peak_44,56.273636204525566,219.775676260921,56.14928266033254,56.39798974871859,34.0,216.0029370236112,216.0029370236112,6.4672008997920605,13.74655034488562,50.3
peak_45,57.253834729341165,271.92731631679925,56.77105038129766,57.74393399174897,133.0,271.8019404117467,271.8019404117467,2.2830902107649034,103.02664373031064,92.8
