peak_id,apex_time,apex_signal,start_time,end_time,width_samples,height,prominence,snr,peak_area,confidence_percent
peak_1,1.1342432804100513,227.29965236730462,0.804788223527941,1.4587810976372046,399.0,227.012196208077,227.01410251181824,3.7792831506014557,58.59891146123644,67.6
peak_2,2.4946795849481185,193.43828455203607,2.3848612326540817,2.6028588573571696,133.0,193.37321623528126,193.37321623528126,3.933366153621126,16.293129679483624,34.9
peak_3,3.1470333791723966,0.0,3.058523065383173,3.2355436929616204,108.0,0.0,0.0,0.0,0.0,1.6
peak_4,3.8797020877609705,235.85420471288433,3.8256124515564447,3.93215264408051,65.0,235.38468101804392,235.38666867968433,3.5761812660561434,9.035286547507914,34.4
peak_5,4.43043292911614,175.88051259204005,4.322253656707089,4.5402512814101765,133.0,175.82204564928156,175.82204564928156,3.7485445343367316,14.8179325626158,30.7
peak_6,5.44174521815227,238.64621914046938,5.1139292411551445,5.7662830353794226,398.0,238.34547750799464,238.34750760121162,3.8250780751335567,61.5028760495277,70.5
peak_7,7.166057257157145,361.45908017379827,7.123441180147519,7.2103124140517565,53.0,360.45907027816276,360.45907027816276,3.9046360390408563,11.984469219234072,57.3
peak_8,8.008544318039755,413.1604467106647,7.918394924365546,8.095415551943994,108.0,412.94508928540023,412.94508928540023,3.782584107993204,28.1806171404064,73.7
peak_9,8.7559647455932,408.2421240559546,8.713348668583574,8.795302662832855,50.0,406.65659530058565,406.65659530058565,3.968082035599504,12.03150168748617,65.2
peak_10,9.891847105888237,413.1268201917529,9.849231028878611,9.936102262782848,53.0,411.98029867221453,411.98029867221453,3.853392635739057,13.702176854066076,66.3
peak_11,10.404879109888737,0.0,10.316368796099512,10.49338942367796,108.0,0.0,0.0,0.0,0.0,1.6
peak_12,11.23917077134642,227.873368829566,11.112961620202526,11.360462682835355,151.0,227.75514992017872,227.75514992017872,3.825262233857264,22.078243028615475,43.0
peak_13,12.548795599449932,196.54165828426213,12.494705963245407,12.601246155769472,65.0,196.14630637078884,196.14630637078884,3.564326319217236,7.523396305039618,27.3
