peak_id,apex_time,apex_signal,start_time,end_time,width_samples,height,prominence,snr,peak_area,confidence_percent
peak_1,0.3967200900112513,332.7351109062811,0.2938667333416677,0.4995734466808351,28.0,332.97532455440046,332.9961184289899,4.033018496657087,27.668023390458945,57.7
peak_2,1.6897337167145892,166.12046474596872,1.5795336917114635,1.792587073384173,29.0,165.90288302656757,163.86634128884668,4.627336548367005,15.336698405389674,34.1
peak_3,2.372973871733967,174.52479624749867,2.2774671833979245,2.4684805600700086,26.0,173.4806800988038,166.80384292037638,5.03200621589153,12.951640965765868,35.8
peak_4,2.703573946743343,174.79852772983162,2.6154139267408425,2.7990806350793846,25.0,173.0724832723174,165.81559900182728,4.742375654002905,10.849077163966124,33.5
peak_5,4.143520940117514,334.0178527436837,3.77618752344043,4.47412101512689,95.0,328.40516132570207,328.0432482750364,4.0270267788546485,88.07163260671854,81.5
peak_6,5.781827978497312,227.6930269185685,5.708361295161895,5.86264133016627,21.0,221.012758596777,218.98711362008729,4.868782819014473,13.193811538975929,41.4
peak_7,7.3834016752094,275.24373149591037,6.949948243530441,7.838895111888986,121.0,265.5954497036526,263.2458353158291,3.7462107618767804,96.33983221428828,76.4
peak_8,8.558868608576072,22.499156959122896,8.382548568571071,8.735188648581072,48.0,6.757,6.757,0.0,0.005,3.1
peak_9,9.447815476934617,317.14282437465465,9.344962120265032,9.558015501937742,29.0,297.72532647318417,297.7483048252575,3.714921329910244,25.047598234464587,50.7
peak_10,12.06322940367546,183.9472311873701,11.930989373671707,12.217509438679834,39.0,168.68120352406282,160.42956868540685,4.386372715033233,17.623451077339567,34.5
peak_11,12.819936242030254,209.85308171463598,12.731776222027753,12.908096262032752,24.0,199.90544419500702,198.6954083388349,6.867125394529793,11.993288987896792,48.3
peak_12,14.098256532066507,184.33612569693818,13.010949618702336,14.223149893736716,165.0,180.11648104817206,170.99263358554228,3.748031785320154,20.179103041539108,45.9
peak_13,15.045976747093386,188.3287196471697,14.97251006375797,15.119443430428802,20.0,184.4377985640077,182.8702345877407,5.360624118579654,11.450262379030594,38.2
peak_14,15.743910238779849,197.7446989984536,15.619016877109638,15.88349693711714,36.0,193.25519164582818,189.07593378508605,4.278163162276912,20.290574434262616,38.1
peak_15,17.06631053881735,311.9156853614114,16.743057132141516,17.59527065883235,116.0,303.3007234099009,302.9764012504129,4.156818735255146,81.99173344671713,78.9
peak_16,18.38136417052132,20.396534963738603,18.205044130516317,18.557684210526315,48.0,5.459,5.459,0.0,0.0,3.1
peak_17,19.5421377672209,303.20868289112434,18.682577572196525,20.071097887235904,189.0,282.13121193922063,278.78272986223567,3.854298825044612,107.57713361244365,89.0
peak_18,21.95919164895612,212.23902762488277,21.87837829728716,22.05469833729216,24.0,173.82436801370721,163.23200991870485,5.77474341004543,10.261463546338629,38.1
peak_19,22.49549843730466,250.9334987875309,22.05469833729216,22.61304513064133,76.0,209.2957795252225,197.94353687994712,4.338455165122883,12.35906690751489,41.6
peak_20,24.001565445680708,315.8418009318909,22.61304513064133,24.61133891736467,272.0,262.88669770465975,255.94228390638463,3.651407175308356,100.5273691528115,91.1
peak_21,26.74187273409176,359.78642802116394,25.889659207400925,28.26263307913489,323.0,295.3015465507779,294.35876292556617,3.984404325364014,91.70347280280959,100.0
peak_22,30.79723365420677,430.2263342287158,30.69438029753719,30.9074336792099,29.0,349.8043815803985,349.88668853949594,4.127553914402692,29.05493690122251,61.0
peak_23,31.73760720090011,346.75353636024295,31.05436704588073,32.08290061257657,140.0,262.7027169525654,255.61320232344048,3.9994239994429344,69.61163447887289,70.8
peak_24,33.75059432429053,372.08021339215856,33.317140892611576,34.20608776097012,121.0,279.4129884236634,276.0876775537372,3.356566537798549,102.07248261435231,78.0
peak_25,35.704808101012624,292.9563177115916,35.579914739342414,35.822354794349295,33.0,200.99677693842293,195.90748178346448,4.749946830059188,20.845294056707704,41.3
peak_26,36.39539492436554,96.92302809655827,36.21907488436055,36.57171496437054,48.0,5.715,5.715,0.0,0.208,3.1
peak_27,37.600248531066384,260.9884473200593,37.534128516064506,37.666368546068256,18.0,169.954603991242,166.38809258216753,3.6937272220810913,9.535209123555145,27.2
peak_28,38.27614201775221,95.82036162789878,38.09982197774722,38.45246205775722,48.0,4.044,4.044,0.0,0.0,3.1
