peak_id,apex_time,apex_signal,start_time,end_time,width_samples,height,prominence,snr,peak_area,confidence_percent
peak_1,0.49970496312039,305.5021474427276,0.4610181272659082,0.5416157019627453,25.0,310.71205389130006,309.95610288407624,3.9039380610265706,11.387680386156823,47.5
peak_2,1.5216822102762846,264.6177764649137,1.1057987248406052,1.9536852106513316,263.0,274.19126622577016,274.0764534133358,1.6099136750884029,97.25527693435023,67.0
peak_3,2.9595429428678584,190.9748883375958,2.862825853231654,3.056260032504063,60.0,205.85463178326268,205.12932183746636,3.5693989869859877,18.0586272111775,35.0
peak_4,3.5398454806850856,184.17659977323012,3.449576197024628,3.639786473309164,59.0,197.4991007131702,196.28266324574508,3.8915972975665922,15.599773172699908,34.7
peak_5,4.268447555944493,209.8098157851939,4.171730466308289,4.368388548568571,61.0,221.0146317434692,217.94115525134936,3.5822717353499,19.494420594356715,37.5
peak_6,5.238842355294412,264.27340062368285,4.706898362295287,6.176998124765595,456.0,299.8868650741533,299.96946572157054,3.7168411934007226,83.51783586013902,85.0
peak_7,6.425238654831854,129.31712405115354,6.3639844980622575,6.48649281160145,38.0,191.82355085883054,190.14147521573537,4.3075756122296145,10.48488542786688,33.5
peak_8,7.795397424678085,184.96828823621152,7.505246155769472,8.05008576072009,169.0,242.89658676734837,238.31589488014677,3.8009310930777835,58.02012772915667,57.4
peak_9,8.997913239154894,-32.66324498787526,8.897972246530816,9.097854231778973,62.0,7.674,7.674,0.0,0.098,1.1
peak_10,10.013442680335045,312.54803712045947,9.6781567695962,10.480908613576696,249.0,340.7256216774598,340.72729429236404,3.8718368914608754,90.04747973586348,84.4
peak_11,11.29010826353294,375.6043581905361,11.244973621702712,11.332019002375295,27.0,393.6206850952539,393.746704764664,5.181169728379791,13.560375906036935,65.9
peak_12,12.634475809476184,270.39074673179516,11.522229278659832,13.01812026503313,464.0,274.15371815209943,262.027417929229,3.432798753540556,99.36222194302347,84.2
peak_13,14.136814601825227,302.73446232104084,13.67579647455932,14.291561945243156,191.0,304.95939934521897,305.0925540337646,3.882457209553604,43.09966613138588,63.2
peak_14,15.290971871483936,180.15814807028886,15.152344043005376,15.558555819477435,126.0,193.20120639214582,186.00878669229957,3.842584888857967,18.649237036929033,37.1
peak_15,15.82291586448306,159.82839096910055,15.77455731966496,15.871274409301163,30.0,181.1536148260401,173.30754000625697,4.614379565420921,7.153296751329827,31.7
peak_16,16.187216902112766,246.57449116884095,16.14530616327041,16.225903737967247,25.0,269.9688565419702,267.6326433021832,4.352285624246228,9.708336829023441,43.5
peak_17,16.693369671208902,-20.167435876933823,16.593428678584825,16.79331066383298,62.0,3.229,3.229,0.0,0.013,1.1
peak_18,17.328478559819978,336.09618373267995,17.160835604450558,17.58961470183773,133.0,355.48269759716413,336.50383980141214,5.310893711331488,13.201107814353481,64.2
peak_19,17.702451306413302,404.1631117261511,17.58961470183773,17.789496687085887,62.0,415.9422933258427,416.0210545276236,4.437606527802911,28.565489900608906,71.2
peak_20,18.46651631453932,6.7591509389483235,18.36657532191524,18.5664573071634,62.0,6.328,6.328,0.0,0.036,1.1
peak_21,19.19511838979873,370.0668776162918,18.879175896987125,19.4659262407801,182.0,358.50965061255414,354.54811295354267,4.032994528168907,55.59179826823783,74.2
peak_22,20.19775221902738,340.74107659354445,19.907600950118766,20.48790348793599,180.0,305.4770475682319,298.52906781477185,3.836447327985509,76.14788205202457,71.8
peak_23,21.432507063382925,231.74666063600603,21.332566070758844,21.516328541067637,57.0,178.70074630290603,173.1431121854672,3.8932042923550645,13.726719893333195,31.1
peak_24,22.125646205775723,60.81638323585866,22.02570521315165,22.2255871983998,62.0,6.77,6.77,0.0,0.153,1.1
peak_25,22.731739967495937,339.8446502661464,22.68338142267784,22.786546318289787,32.0,284.9645934573933,272.1731780714449,4.436023530424705,11.671502886227145,46.0
peak_26,23.508700587573447,437.01557492053234,23.01221952744093,23.885897237154644,271.0,377.1830673587064,371.70296663092046,4.568677701986275,29.070795635566974,75.2
peak_27,24.108346543317914,66.72507260426806,24.00840555069384,24.20828753594199,62.0,13.303,13.303,0.0,0.321,1.3
peak_28,25.243160395049383,441.1737878827375,25.201249656207025,25.28829503687961,27.0,404.1983700388454,404.2742492774745,4.271493831797523,14.859564248166478,63.2
