peak_id,apex_time,apex_signal,start_time,end_time,width_samples,height,prominence,snr,peak_area,confidence_percent
peak_1,0.791458557319665,386.3493584293771,0.6803094136767096,0.898774971871484,114.0,401.09003391214367,400.6961386709436,3.7885243676423648,27.869621078624927,65.4
peak_2,1.5503389173646709,437.05742839605057,1.32804063007876,1.659571696462058,173.0,452.73080419725125,452.60395252595424,4.149975586045772,30.765748630563593,78.9
peak_3,2.7480667583447933,305.6527345336882,2.4069538692336545,3.087263282910364,355.0,324.2736403104499,324.2204229709089,3.5373701206436086,86.16151986909007,78.8
peak_4,3.951543692961621,15.880730666395696,3.773321790223778,4.129765595699463,186.0,32.123,32.123,0.027,0.273,3.8
peak_5,4.537951243905488,305.0851273987506,4.497707588448557,4.624187648456057,66.0,320.95677510032897,320.84333435122016,4.093177427124971,11.361083777717477,47.3
peak_6,5.825748218527316,261.9057557811684,5.522962620327541,6.1419483685460685,323.0,276.31636222071063,276.04530983711953,3.377001347003239,66.14931132177111,62.8
peak_7,6.891246905863233,21.23512063815879,6.713025003125391,7.069468808601076,186.0,33.764,33.764,0.0,0.504,3.8
peak_8,7.42591261407676,201.81196048519044,7.314763470433805,7.538978122265283,117.0,217.50036049621474,217.27275680441753,3.08502785679249,17.586680465819924,28.7
peak_9,8.709876859607451,285.16030093209037,8.284443930491312,9.121895236904614,437.0,293.8793389904,293.5620443012071,2.9615997765762008,97.07676881257659,77.1
peak_10,10.172063007875986,336.11940922387373,9.993841105138143,10.405859482435304,215.0,350.86937064541394,351.02496115832747,3.085940782142816,51.405372141274995,64.4
peak_11,10.723975996999624,11.996290078148652,10.545754094261785,10.902197899737468,186.0,27.878,27.878,0.0,1.564,3.8
peak_12,11.41961632704088,156.5564912065431,11.358292661582698,11.502020002500313,75.0,174.80236253792424,174.6386399096082,3.2119368018904835,9.943992996426758,18.6
peak_13,12.529191398924866,314.8404565836305,12.356718589823728,12.741907863482936,201.0,329.13742709412827,329.1356138830015,3.14080546281837,47.67931663682353,59.6
peak_14,13.642599199899989,327.84187153011516,13.176922615326916,13.93963570446306,398.0,342.20004133871976,342.31731766634715,2.962594679152331,92.0739612743233,81.9
peak_15,14.782836104513065,446.80284763269054,14.742592449056133,14.8288288536067,45.0,461.6425545769569,461.14776709763964,3.8811281679451564,15.00827894101811,69.0
