peak_id,apex_time,apex_signal,start_time,end_time,width_samples,height,prominence,snr,peak_area,confidence_percent
peak_1,1.5192012751593948,230.06805820352437,1.0891077634704338,1.8729878734841852,113.0,241.11295741948499,239.43862622262205,3.8505485435434808,64.25983747754725,62.4
peak_2,2.476506188273534,151.46361909428802,2.3585773221652704,2.601372046505813,35.0,158.98998308797366,151.85077623881386,4.1833093914971275,12.518405014218738,23.9
peak_3,3.1077724715589445,183.9221670002015,2.948221652706588,3.267323290411301,46.0,192.0096322635316,188.9874797512336,3.5073148897769406,20.30757660528999,29.6
peak_4,4.474359919989999,318.7550728303174,3.773723715464433,4.876705463182898,159.0,331.58241140621294,331.478678156621,3.76486127141351,92.39623998777233,91.6
peak_5,5.889506313289161,201.2617043263141,5.639774596824602,6.298788848606075,95.0,219.29767080784353,216.3073136759264,5.853268150626595,16.774523564108193,53.0
peak_6,7.519699462432803,223.10679166652034,6.791315289411176,7.824927115889485,149.0,244.66609159535926,243.78850582459472,3.520786777840863,69.64031170883466,67.7
peak_7,10.585849981247655,158.8958759642866,10.460984123015376,10.682967870983871,32.0,169.9024014626505,163.74839837489034,3.574573143117823,11.433530406785724,21.5
peak_8,11.425226028253531,193.288555514482,11.293423177897235,11.605587823477933,45.0,203.51888250275806,202.12173068353744,3.6893098672332427,21.60716661258871,32.9
peak_9,12.146673209151142,13.064859612223032,11.896941492686585,12.3964049256157,72.0,21.857,21.857,0.0,0.291,6.6
peak_10,12.812624453056632,265.0599898228439,12.701632579072385,13.152537067133393,65.0,271.1446772059048,263.59382913534705,3.756200827876782,25.507610080951626,47.6
peak_11,13.319024878109763,144.785453120136,13.208033004125516,13.457764720590072,36.0,151.0639916849788,142.54810751189228,4.6210245470244375,10.757478392598355,24.6
peak_12,13.707496437054631,367.3624543101365,13.534071633954245,13.89479522440305,52.0,372.5305883353795,372.4981593526391,3.977750933512651,31.98807737206306,66.0
peak_13,14.630116389548691,174.71964741370243,14.415069633704212,14.775793224153018,52.0,181.673277301815,175.7445607947894,4.471032737786877,14.432761971027086,32.2
peak_14,15.740035129391172,290.5256491471325,15.427870483810477,16.073010751343915,93.0,301.365512366238,299.84835474658337,2.7898416387197997,81.15640627194257,68.5
peak_15,16.4684193024128,181.98105202897747,16.385175396924613,16.558600200025,25.0,191.86183805541685,186.71988263531557,5.141847289602882,11.46904252633466,33.2
peak_16,17.91825065633204,258.3883060449209,17.231488436054505,18.38996612076509,167.0,271.99823644832463,271.69671839859797,3.5081234524876828,92.57840505367709,81.7
peak_17,19.576191773971743,231.80804512744194,19.49294786848356,19.67330966370796,26.0,244.54374385675914,244.33739822135678,5.182779856507291,15.267646068267025,43.6
peak_18,20.096466183272906,184.10044409789884,20.006285285660702,20.18664708088511,26.0,197.40841255475374,193.2226598493782,3.9109947593417855,11.97606665257702,27.3
peak_19,21.09539304913114,144.528890633425,21.012149143642954,21.17169996249531,23.0,157.29879044280423,155.59746834188738,5.566485071203276,9.974189186495321,29.6
peak_20,21.65035241905238,7.106981052736182,21.400620702587823,21.900084135516934,72.0,21.064,21.064,0.006,1.058,6.6
peak_21,22.364862607825977,132.4860388157929,22.25387073384173,22.531350418802347,40.0,145.25359593146385,141.48474035793578,4.360009562034561,14.531307265415144,24.3
peak_22,23.523340292536567,320.67641524170534,23.10018377297162,23.710639079884984,88.0,330.7383373806617,329.99321166544087,4.226447253928759,53.44067603180899,72.2
peak_23,25.340832229028628,281.1654035502281,25.04254156769596,25.646059882485307,87.0,288.66024715926864,286.92720067151373,3.857368014455689,73.3526141082989,69.3
peak_24,26.603364795599447,10.49564494057811,26.35363307913489,26.85309651206401,72.0,19.12,19.12,0.0,0.082,6.6
peak_25,26.9848993624203,170.68155353891697,26.762915614451803,27.06120627578447,43.0,177.59577497546493,175.3025549544954,5.166190438569918,11.708172223475218,33.8
peak_26,28.122566070758843,266.9113025303428,27.595354669333663,28.92725715714464,192.0,279.46402774478463,272.8649404594365,2.7691865521185233,109.51152830379945,86.8
peak_27,29.537712464058004,376.1844200591547,29.30185473184148,29.76663320415052,67.0,394.9309787411849,395.1752381451336,4.643773722698773,61.869278053212945,84.8
peak_28,30.772497062132764,285.4825765982437,30.481143392924118,30.952858857357167,68.0,304.61339970816846,304.48102195141985,3.9180299173280138,46.98504358864586,61.6
peak_29,31.660432054006748,260.980375891989,31.265023502937865,31.799171896487056,77.0,274.9020023788576,270.3941695527933,5.695110779707749,19.240436871470457,59.3
peak_30,32.63854794349293,280.1946613127739,32.340257282160266,32.92296462057757,84.0,294.7106376183575,292.3712871694883,3.55205321954201,79.42195596265977,70.0
peak_31,33.71378172271534,5.523907504636781,33.46405000625078,33.96351343917989,72.0,19.052,19.052,0.0,2.629,6.6
peak_32,35.10811713964245,257.84906836846955,34.60865370671333,36.13479197399675,220.0,270.4093639687677,269.4086351874484,3.7303938983824105,103.15056762234616,93.2
peak_33,36.821554194274285,206.02764292581338,36.62038142267783,37.10597087135891,70.0,213.7861052584451,206.75897566350466,5.341513697574428,15.239671106323373,45.0
peak_34,37.3210176272034,8.947097868817194,37.07128591073884,37.57074934366796,72.0,20.746,20.746,0.0,0.778,6.6
peak_35,38.417062382797845,231.47844304211216,37.77885910738842,38.55580222527816,112.0,250.7595037717998,234.11973080924813,5.622485341872888,28.860939815666416,61.8
peak_36,39.39517827228404,329.8677481621358,38.55580222527816,39.55472909113639,144.0,356.29939633258823,356.3685261735485,3.2832381407056648,41.00257356450406,74.8
peak_37,40.40104213026628,354.30583712638315,39.62409901237655,40.85194661832729,177.0,380.9011378501464,380.8539107894221,4.03324217721126,71.35675806421317,97.0
peak_38,41.483212901612696,6.55117925192763,41.23348118514814,41.732944618077255,72.0,27.218,27.218,0.0,2.353,6.6
peak_39,41.98267633454181,300.29790893874923,41.77456657082135,42.2879039879985,74.0,316.92213347430425,310.2805810415655,3.9753579209764727,27.914234949649178,58.3
peak_40,42.67637554694336,202.13510239664924,42.53069871233904,43.09259507438429,81.0,218.63052753140255,216.51880027069242,3.9790353064565855,25.546574783710057,43.0
peak_41,43.57124753094136,5.3061117658416626,43.3215158144768,43.82097924740592,72.0,22.224,22.224,0.0,1.035,6.6
peak_42,44.14008088511064,160.8459560524989,44.00827803475434,44.59792236529566,85.0,176.8559396431677,176.13091302184895,4.5312703678132396,20.68674247007603,38.6
peak_43,44.95864595574447,179.46333464004863,44.82684310538817,45.08351181397674,37.0,194.6480200848502,190.4374467090779,4.281504284420986,19.25341876899779,32.8
peak_44,46.963436679584944,259.08057626891195,46.373792349043626,47.3449712464058,140.0,269.70268882554865,268.5531363921967,3.4425143450962086,70.88485804506237,70.4
peak_45,48.46182697837229,254.5429671539346,48.14966233279159,48.60750381297662,66.0,264.18937776142116,256.15585337180283,6.131034396560502,16.85409245264519,57.5
peak_46,49.79372946618327,266.5097685187213,49.134715214401794,50.55679859982497,205.0,281.76045357225416,281.35046071399825,3.1212831192296098,105.90458390748432,90.3
peak_47,51.79852019002375,324.2035649589222,51.465544568071,52.15230678834854,99.0,340.9117079974733,340.8032154249252,3.705617570883033,92.03304154737162,84.4
peak_48,52.956997874734334,4.232867591188889,52.70726615826978,53.206729591198894,72.0,21.256,21.256,0.0,3.7,6.6
peak_49,53.71313001625202,150.72598832107607,53.57439017377172,53.90042880360045,47.0,166.62212853475322,166.03541672108958,3.331895982406182,15.573057222197871,23.3
peak_50,54.79530078759844,159.04424711630512,54.66349793724215,54.947914614326784,41.0,174.53550007691774,170.43724421580086,3.273278092259163,20.419258080681235,24.7
