t,Ct
0.0,-18.952856070462854
0.0031270158769846,-17.34894069305725
0.0062540317539692,-15.311083721632334
0.0093810476309538,-12.961070508900827
0.0125080635079384,-10.47724573670001
0.0156350793849231,-8.049349450189135
0.0187620952619077,-5.933581093811083
0.0218891111388923,-4.205496199400202
0.0250161270158769,-2.9121213339176286
0.0281431428928616,-1.8638173565374483
0.0312701587698462,-1.0499962086482852
0.0343971746468308,-0.44886796232325255
0.0375241905238154,-0.16552180990935975
0.0406512064008001,-0.25350808859455065
0.0437782222777847,-0.5241271202239247
0.0469052381547693,-0.7160338168807201
0.0500322540317539,-0.5401995804647834
0.0531592699087385,0.22879586157584264
0.0562862857857232,1.5446941804601935
0.0594133016627078,3.0256771698791254
0.0625403175396924,4.316394263062196
0.065667333416677,5.038487954283237
0.0687943492936617,5.153220855658816
0.0719213651706463,4.770618201812213
0.0750483810476309,4.222539256695479
0.0781753969246155,3.8016264025683
0.0813024128016002,3.6297703051395565
0.0844294286785848,3.527050852917226
0.0875564445555694,3.098695881885061
0.090683460432554,1.9448448450554825
0.0938104763095387,-0.14646239997356314
0.0969374921865233,-2.991383858046265
0.1000645080635079,-6.236765206504383
0.1031915239404925,-9.324597819271569
0.1063185398174771,-11.731861017974436
0.1094455556944618,-13.033808935280382
0.1125725715714464,-13.02487175149845
0.115699587448431,-11.684522813907506
0.1188266033254156,-9.235744937724395
0.1219536192024003,-6.2464326081439765
0.1250806350793849,-3.442917266287414
0.1282076509563695,-1.4394927162713351
0.1313346668333541,-0.6141200743342554
0.1344616827103388,-0.9927846510382027
0.1375886985873234,-2.271619315246008
0.140715714464308,-4.176610922796334
0.1438427303412926,-6.404132307713495
0.1469697462182773,-8.80622200650342
0.1500967620952619,-11.180825631065897
0.1532237779722465,-13.398021388352666
0.1563507938492311,-15.115794233161568
0.1594778097262157,-16.01215966845062
0.1626048256032004,-15.7500260459772
0.165731841480185,-14.388920979257136
0.1688588573571696,-12.227020754246029
0.1719858732341543,-9.774057595590191
0.1751128891111389,-7.6852490719057736
0.1782399049881235,-6.405823343003148
0.1813669208651081,-6.045322527009821
0.1844939367420927,-6.272362548817476
0.1876209526190774,-6.573798892672165
0.190747968496062,-6.419900480045308
0.1938749843730466,-5.536136242481641
0.1970020002500312,-4.051470529167314
0.2001290161270159,-2.3802536277594335
0.2032560320040005,-1.0734824787064798
0.2063830478809851,-0.6809918004822773
0.2095100637579697,-1.2832918154716797
0.2126370796349543,-2.5903552594677466
0.215764095511939,-4.01622579896339
0.2188911113889236,-4.823323111019247
0.2220181272659082,-4.5548758703824985
0.2251451431428928,-3.064176235237098
0.2282721590198775,-0.7352637573171126
0.2313991748968621,1.8788438703998265
0.2345261907738467,4.279639686471246
0.2376532066508313,6.0753254495278775
0.240780222527816,7.148111373345502
0.2439072384048006,7.417492673084409
0.2470342542817852,6.894807592951473
0.2501612701587699,5.730363190969152
0.2532882860357545,4.2343587189478225
