t,Ct
0.0,0.0
0.0022352794099262407,0.0
0.004470558819852481,0.0
0.0067058382297787225,0.0
0.008941117639704963,0.0
0.011176397049631203,0.0
0.013411676459557445,0.0
0.015646955869483684,0.0
0.017882235279409926,0.0
0.020117514689336168,0.0
0.022352794099262406,0.0
0.024588073509188648,0.0
0.02682335291911489,0.0
0.02905863232904113,0.0
0.03129391173896737,0.0
0.03352919114889361,0.0
0.03576447055881985,0.0
0.03799974996874609,0.0
0.040235029378672335,0.0
0.042470308788598574,0.0
0.04470558819852481,0.0
0.04694086760845106,0.0
0.049176147018377296,0.0
0.051411426428303535,0.0
0.05364670583822978,0.0
0.05588198524815602,0.0
0.05811726465808226,0.0
0.060352544068008496,0.0
0.06258782347793473,0.0
0.06482310288786099,0.0
0.06705838229778723,0.0
0.06929366170771346,0.0
0.0715289411176397,0.0
0.07376422052756594,0.0
0.07599949993749218,0.0
0.07823477934741842,0.0
0.08047005875734467,0.0
0.08270533816727091,0.0
0.08494061757719715,0.0
0.08717589698712339,0.0
0.08941117639704962,0.0
0.09164645580697586,0.0
0.09388173521690212,0.0
0.09611701462682835,0.0
0.09835229403675459,0.0
0.10058757344668083,0.0
0.10282285285660707,0.0
0.10505813226653331,0.0
0.10729341167645956,0.0
0.1095286910863858,0.0
0.11176397049631204,0.0
0.11399924990623828,0.0
0.11623452931616451,0.0
0.11846980872609075,0.0
0.12070508813601699,0.0
0.12294036754594324,0.0
0.12517564695586947,0.0
0.1274109263657957,0.0
0.12964620577572197,0.0
0.1318814851856482,0.0
0.13411676459557445,0.0
0.1363520440055007,0.0
0.13858732341542693,0.0
0.14082260282535317,0.0
0.1430578822352794,0.0
0.14529316164520564,0.0
0.14752844105513188,0.0
0.14976372046505812,0.0
0.15199899987498436,0.0
0.1542342792849106,0.0
0.15646955869483684,0.0
0.1587048381047631,0.0
0.16094011751468934,0.0
0.16317539692461558,0.0
0.16541067633454182,0.0
0.16764595574446806,0.0
0.1698812351543943,0.0
0.17211651456432053,0.0
0.17435179397424677,0.0
0.176587073384173,0.0
0.17882235279409925,0.0
0.1810576322040255,0.0
0.18329291161395173,0.0
0.18552819102387796,0.0
0.18776347043380423,0.0
0.18999874984373047,0.0
0.1922340292536567,0.0
0.19446930866358295,0.0
0.19670458807350918,0.0
0.19893986748343542,0.0
0.20117514689336166,0.0
0.2034104263032879,0.0
0.20564570571321414,0.0
0.20788098512314038,0.0
0.21011626453306662,0.0
0.21235154394299285,0.0
0.21458682335291912,0.0
0.21682210276284536,0.0
0.2190573821727716,0.0
0.22129266158269784,0.0
0.22352794099262407,0.0
0.2257632204025503,0.0
0.22799849981247655,0.0
0.2302337792224028,0.0
0.23246905863232903,0.0
0.23470433804225527,0.0
0.2369396174521815,0.0
0.23917489686210774,0.0
0.24141017627203398,0.0
0.24364545568196025,0.0
0.2458807350918865,0.0
0.24811601450181273,0.0
0.25035129391173894,0.0
0.2525865733216652,0.0
0.2548218527315914,0.0
0.25705713214151765,0.0
0.25929241155144395,0.0
0.2615276909613702,0.0
0.2637629703712964,0.0
0.26599824978122266,0.0
0.2682335291911489,0.0
0.27046880860107514,0.0
0.2727040880110014,0.0
0.2749393674209276,0.0
0.27717464683085385,0.0
0.2794099262407801,0.0
0.28164520565070633,0.0
0.28388048506063257,0.0
0.2861157644705588,0.0
0.28835104388048505,0.0
0.2905863232904113,0.0
0.2928216027003375,0.0
0.29505688211026376,0.0
0.29729216152019,0.0
0.29952744093011624,0.0
0.3017627203400425,0.0
0.3039979997499687,0.0
0.30623327915989496,0.0
0.3084685585698212,0.0
0.31070383797974743,0.0
0.31293911738967367,0.0
0.31517439679959997,0.0
0.3174096762095262,0.0
0.31964495561945244,0.0
0.3218802350293787,0.0
0.3241155144393049,0.0
0.32635079384923116,0.0
0.3285860732591574,0.0
0.33082135266908363,0.0
0.3330566320790099,0.0
0.3352919114889361,0.0
0.33752719089886235,0.0
0.3397624703087886,0.0
0.3419977497187148,0.0
0.34423302912864107,0.0
0.3464683085385673,0.0
0.34870358794849354,0.0
0.3509388673584198,0.0
0.353174146768346,0.0
0.35540942617827226,0.0
0.3576447055881985,0.0
0.35987998499812474,0.0
0.362115264408051,0.0
0.3643505438179772,0.0
0.36658582322790345,0.0
0.3688211026378297,0.0
0.37105638204775593,0.0
0.3732916614576822,0.0
0.37552694086760846,1.020209907552894e-12
0.3777622202775347,4.340941838947539e-12
0.37999749968746094,1.2867823533287322e-11
0.3822327790973872,3.191332094495347e-11
0.3844680585073134,7.032066916810575e-11
0.38670333791723965,1.4253847814415415e-10
0.3889386173271659,2.6699272308437576e-10
0.39117389673709213,4.663809333632498e-10
0.39340917614701837,7.676653515133867e-10
0.3956444555569446,1.2104465875600525e-09
0.39787973496687085,1.849712642354726e-09
0.4001150143767971,2.760832605018796e-09
0.4023502937867233,4.050111359107569e-09
0.40458557319664956,5.871154857133009e-09
0.4068208526065758,8.468418310158585e-09
0.40905613201650204,1.216078634113909e-08
0.4112914114264283,1.7379534734367237e-08
0.4135266908363545,2.469484333124442e-08
0.41576197024628075,3.702845617845879e-08
0.417997249656207,5.7669249968310034e-08
0.42023252906613323,9.327239409654725e-08
0.42246780847605947,1.5499356642934682e-07
0.4247030878859857,2.6008879312909154e-07
0.42693836729591195,4.335274112234147e-07
0.42917364670583824,7.046395010102033e-07
0.4314089261157645,1.1052313141673778e-06
0.4336442055256907,1.6671885803760214e-06
0.43587948493561696,2.4286083853647237e-06
0.4381147643455432,3.4349735021986216e-06
0.44035004375546943,4.7459667115753175e-06
0.44258532316539567,6.443576720184173e-06
0.4448206025753219,8.64185642118161e-06
0.44705588198524815,1.150434511403914e-05
0.4492911613951744,1.5230796101563e-05
0.4515264408051006,2.0070099585101154e-05
0.45376172021502686,2.632413166972509e-05
0.4559969996249531,3.4404309493725025e-05
0.45823227903487934,4.481225814015559e-05
0.4604675584448056,5.816232266216806e-05
0.4627028378547318,7.520166597473037e-05
0.46493811726465806,9.84151356884372e-05
0.4671733966745843,0.0001303541548241857
0.46940867608451053,0.00017589619135126528
0.4716439554944368,0.00024277895769714397
0.473879234904363,0.00034201228276724657
0.47611451431428925,0.000487837158240776
0.4783497937242155,0.000695200553897134
0.4805850731341417,0.0009768021445471797
0.48282035254406797,0.0013405170300221515
0.4850556319539942,0.0017892661138334052
0.4872909113639205,0.0023238673985289562
0.48952619077384674,0.0029463222381654686
0.491761470183773,0.0036639923698344305
0.4939967495936992,0.0044910537001309255
0.49623202900362545,0.0054494197192214
0.4984673084135517,0.006565175660133687
0.5007025878234779,0.007867082872810809
0.5029378672334042,0.00938548043396796
0.5051731466433304,0.011152897709560322
0.5074084260532566,0.01320437453261184
0.5096437054631828,0.015577557392441092
